나가라, 74, 164
타라자, 44, 153
하다차, 48, 181
차차카, 57, 145
차카타, 72, 161
사파아, 43, 163
라타차, 70, 192
카차자, 99, 182
하나아, 69, 157
바파사, 67, 184
마나가, 58, 160
카파가, 77, 191
바카가, 95, 168
파사다, 50, 181
사아마, 57, 184
바아사, 48, 157
사차자, 84, 171
카바차, 91, 194
사마마, 99, 191
바나나, 46, 194
자자사, 55, 166
타자가, 52, 178
하아마, 67, 185
마바파, 99, 160
타자나, 90, 154
파카바, 72, 179
아라라, 68, 165
차아차, 88, 142
다가사, 75, 159
하차타, 40, 196
아아차, 61, 166
파가카, 54, 149
자마다, 71, 197
파라아, 96, 180
타나마, 84, 146
카마타, 94, 148
마카바, 91, 141
카마나, 95, 164
하카다, 94, 159
라파파, 98, 189
아하카, 54, 183
사아마, 78, 166
아아카, 74, 194
파아타, 99, 169
하차자, 85, 157
나나하, 48, 187
나타나, 83, 199
자나라, 67, 184
가사하, 77, 151
바카마, 74, 149
가아마, 70, 147
하가라, 71, 196
아타라, 48, 193
파마아, 75, 194
아파가, 88, 148
라나사, 51, 155
차하사, 55, 166
차카타, 43, 147
타차가, 48, 194
라바타, 82, 188
다타아, 50, 156
가라자, 94, 172
나자카, 92, 151
파차마, 78, 159
가카가, 68, 183
라카타, 62, 148
파라다, 94, 154
라라라, 90, 169
파마타, 95, 187
나사파, 52, 192
하라나, 48, 194
바가사, 40, 170
다타아, 47, 199
카파차, 55, 172
가라차, 72, 163
하마자, 88, 182
사하사, 54, 172
아사다, 57, 199
마아나, 88, 155
타라타, 92, 141
타차아, 83, 169
차아파, 41, 152
라타바, 40, 174
라타바, 53, 142
타자라, 64, 158
마나차, 99, 148
가아카, 89, 167
다자바, 94, 151
바차파, 95, 169
바파아, 60, 174
차나타, 54, 172
파다사, 53, 154
차파차, 57, 156
파가다, 87, 169
라자바, 77, 184
카카사, 84, 155
바바차, 62, 148
자차다, 81, 184
자바하, 91, 150
자다사, 72, 160
사차마, 45, 188
카나바, 76, 187
가바사, 64, 189
나파카, 89, 198
바라가, 96, 177
바아카, 45, 146
자바타, 53, 157
다나가, 99, 160
다하하, 85, 143
가하가, 93, 164
라하파, 45, 149
사마라, 70, 181
카가사, 89, 174
파가바, 47, 168
다나가, 78, 198
다자아, 59, 151
가라타, 55, 171
나사카, 64, 160
타나카, 50, 195
나마나, 62, 167
라다가, 55, 151
마마사, 81, 185
자타가, 43, 143
자나라, 61, 157
바하자, 54, 140
가자가, 45, 178
파라타, 44, 145
파파카, 61, 145
아카파, 96, 174
타차자, 50, 198
나가가, 42, 176
라라자, 48, 175
나마아, 49, 183
마가아, 99, 183
나자하, 94, 158
자차파, 85, 158
차바사, 71, 155
마아라, 89, 171
사아아, 93, 172
가라아, 85, 146
하나다, 90, 143
마차타, 44, 159
가카타, 58, 177
아아타, 78, 189
카마마, 91, 198
아바자, 70, 160
하사가, 52, 151
타사다, 96, 150
가아바, 97, 195
하카사, 62, 171
타다나, 50, 174
마나파, 40, 168
마사사, 49, 159
라아타, 62, 196
차타바, 46, 180
차라아, 44, 171
가파다, 92, 149
마라바, 42, 170
카다하, 70, 186
파마가, 92, 189
마자바, 97, 151
파하다, 79, 171
나바나, 64, 161
다다마, 76, 181
카파자, 91, 165
라나자, 79, 152
카하사, 90, 184
바아다, 54, 193
자차타, 90, 184
바타카, 57, 175
라파타, 93, 189
타다사, 65, 145
바사하, 60, 155
다타타, 40, 177
다카타, 78, 158
라바카, 62, 146
자나파, 73, 164
사자타, 53, 192
하바가, 86, 196
타바바, 57, 154
하사타, 77, 198
라하마, 71, 177
타사사, 58, 147
마다자, 52, 155
바나마, 98, 140
하가파, 53, 186
바파마, 62, 164
사자다, 41, 166
아마가, 49, 159
바자나, 61, 162
사마다, 87, 171
마아다, 75, 194
카나차, 68, 163
나아자, 92, 151
다아차, 41, 187
사사타, 64, 175
라아나, 57, 175
라타차, 48, 180
사다라, 87, 145
자다차, 78, 165
파바자, 41, 164
차자아, 86, 170
라타하, 57, 142
자바마, 81, 181
나하바, 82, 169
타마라, 96, 163
바자사, 61, 199
바라카, 67, 195
라나바, 62, 194
차자하, 78, 159
자카하, 98, 175
파자하, 97, 192
바사가, 92, 154
카라바, 62, 185
타하아, 96, 145
타카하, 71, 167
라차타, 67, 148
가파타, 95, 161
아아자, 90, 171
사다가, 65, 177
자자마, 63, 187
가바가, 71, 187
카마자, 49, 177
가라자, 71, 145
타나자, 76, 165
나카타, 93, 141
바나파, 84, 141
차타나, 99, 175
카자하, 96, 166
라차라, 50, 156
카가마, 65, 157
다마라, 72, 160
차가카, 80, 160
아라다, 58, 171
자타마, 72, 196
파하파, 82, 163
파아바, 90, 156
가아자, 58, 142
타사다, 45, 142
마차나, 50, 169
아타하, 80, 161
가타아, 78, 168
차파바, 75, 190
마사사, 79, 180
카바카, 89, 148
마하다, 80, 146
타카마, 93, 194
가사아, 45, 160
자라차, 87, 158
마파하, 65, 172
카차나, 52, 152
차타나, 71, 158
하사아, 40, 161
차나라, 52, 169
자차사, 49, 177
라사다, 69, 150
자다라, 84, 187
타바파, 52, 161
다바다, 68, 165
차다다, 47, 183
자아타, 41, 165
다가하, 56, 141
카나라, 81, 195
가카다, 70, 140
하카아, 74, 157
마자타, 46, 167
카사바, 65, 170
다바하, 73, 173
라바카, 48, 169
다나사, 63, 158
차타바, 42, 151
사나파, 50, 153
아타파, 51, 183
아가나, 97, 178
파라라, 79, 198
나라라, 44, 189
바아라, 94, 153
바차아, 45, 160
파파아, 82, 169
자카하, 65, 159
다가타, 41, 173
사자타, 71, 152
아가사, 43, 173
차차마, 45, 173
다라하, 41, 199
다사바, 47, 186
하차가, 66, 182
자바자, 74, 143
자차다, 96, 184
파파바, 51, 159
하하라, 54, 197
가다바, 71, 170
하아마, 48, 147
마나자, 75, 177
바마라, 51, 197
타차차, 56, 190
사아파, 87, 166
타나바, 83, 151
카라카, 86, 167
차타가, 69, 194
하자하, 79, 196
차타타, 99, 171
라다파, 93, 157
하마바, 84, 155
파가사, 54, 168
차자하, 83, 176
하사아, 40, 198
사라가, 45, 148
라아가, 80, 157
카나마, 52, 199
아가자, 78, 169
자하사, 85, 190
자아바, 66, 179
바나차, 48, 160
다타하, 57, 175
파하차, 41, 155
타다차, 65, 175
다차사, 66, 187
바라타, 42, 180
다바타, 99, 180
아라카, 84, 183
나타파, 75, 196
사차사, 85, 166
가사파, 60, 187
자아다, 69, 174
바바사, 78, 150
파카아, 41, 174
파아카, 85, 166
아카타, 50, 154
파라사, 86, 170
아아마, 84, 191
마카바, 61, 161
하파자, 93, 189
나마차, 71, 196
카바바, 83, 187
아다가, 67, 155
라다타, 84, 145
차사타, 74, 148
가아다, 98, 181
라아아, 49, 144
아라아, 47, 181
마자자, 55, 188
자가바, 75, 142
타파사, 99, 176
파차차, 58, 149
사마가, 96, 180
가마자, 76, 142
나아라, 52, 181
다마파, 92, 181
차하타, 60, 143
나바마, 73, 193
라가라, 87, 145
타파나, 79, 143
타하마, 50, 191
차사다, 70, 171
다자나, 60, 178
파카바, 71, 182
사사타, 64, 152
차라마, 81, 191
라아라, 54, 176
하자나, 80, 190
아자타, 74, 158
자마마, 48, 165
사라차, 63, 145
타가나, 44, 156
가파가, 82, 148
바바나, 52, 144
나나나, 90, 189
타나파, 63, 152
바하사, 84, 141
다아라, 53, 176
카바차, 58, 167
차타바, 93, 188
파사차, 69, 184
라바다, 89, 142
하카바, 59, 160
나타사, 67, 191
다사나, 52, 163
아마나, 42, 160
타타다, 47, 163
차사차, 55, 163
다파카, 81, 170
다차파, 92, 152
사자카, 54, 186
아나아, 90, 181
타마자, 65, 192
카바마, 80, 181
나가가, 87, 153
아나차, 53, 192
차라바, 78, 197
나카차, 42, 198
마바아, 86, 185
가아타, 74, 171
차차라, 62, 197
라타하, 50, 166
차하사, 84, 140
사자아, 75, 191
라사사, 56, 193
사사카, 66, 159
차바사, 68, 162
사라카, 55, 157
아타나, 78, 186
타차자, 88, 189
카아카, 50, 167
바라라, 48, 156
사하파, 84, 162
타차카, 41, 165
하다파, 40, 191
가자아, 73, 145
아카타, 85, 145
파다가, 63, 198
카타차, 57, 198
라차다, 64, 159
사카아, 76, 183
가나카, 42, 147
아나카, 54, 197
자사라, 56, 160
마사라, 41, 188
아라자, 54, 170
자마가, 69, 140
카사파, 47, 187
차아나, 98, 177
타가타, 76, 176
타바다, 72, 193
하라다, 76, 153
나아파, 96, 153
자카다, 92, 147
카하아, 60, 150
자바하, 87, 159
나차나, 82, 173
가차아, 65, 169
파자라, 53, 167
파다나, 94, 196
마다사, 46, 188
차라마, 71, 155
마다나, 52, 151
타하가, 49, 175
자바파, 43, 152
차라카, 61, 159
파나마, 67, 187
사라타, 43, 177
바다다, 89, 159
하파아, 67, 179
마파마, 99, 191
다카타, 95, 171
바다바, 65, 182
바아라, 87, 145
사다나, 94, 162
카카바, 93, 148
바바자, 89, 152
파타라, 76, 187
차차나, 93, 140
타파사, 40, 194
마차나, 55, 141
바나사, 57, 169
타바사, 41, 177
자파바, 84, 140
라나아, 47, 190
마타자, 49, 182
바마라, 86, 184
사나사, 42, 149
카아파, 40, 153
카마다, 90, 193
나가아, 72, 142
가다타, 98, 182
카파나, 75, 172
가자라, 47, 150
사사사, 47, 141
다라라, 78, 175
파사다, 91, 145
파카자, 92, 198
아사사, 60, 193
바라가, 57, 188
아차다, 52, 160
아사다, 47, 141
타타아, 52, 159
하차가, 84, 177
나가타, 94, 169
바자바, 83, 192
마타바, 40, 173
타타카, 68, 185
파마다, 93, 164
나차바, 60, 141
다카하, 58, 169
마다파, 54, 146
아카바, 63, 148
사자파, 70, 149
라다차, 55, 199
라다마, 80, 153
파파자, 43, 158
바바마, 94, 196
마나파, 54, 180
나차나, 95, 181
아마가, 53, 175
가하하, 56, 140
자타마, 98, 181
바자아, 77, 152
바나차, 64, 181
자가나, 79, 144
타바타, 95, 177
가바나, 68, 169
타사카, 55, 148
차타사, 61, 187
파카가, 90, 187
사바사, 90, 175
파카자, 96, 175
바자나, 91, 163
라바가, 42, 180
라자아, 86, 153
바사나, 83, 179
자가라, 75, 141
다자라, 77, 186
자타차, 57, 148
타자아, 94, 164
마라아, 71, 157
카바하, 62, 153
가아카, 73, 169
차마마, 41, 167
마마다, 71, 166
가자차, 78, 162
아아자, 75, 182
다마사, 54, 180
사자바, 47, 181
하사마, 41, 187
라사아, 51, 185
카마카, 80, 184
아라바, 93, 161
차아바, 81, 161
아사가, 98, 140
사파카, 72, 195
아아차, 98, 186
카바마, 60, 177
카하라, 80, 162
카하나, 46, 172
바가자, 54, 169
바아아, 79, 154
차파사, 43, 143
파카타, 89, 179
아카자, 91, 169
사마라, 80, 161
사파파, 48, 147
사타하, 93, 145
바카차, 56, 161
카하마, 76, 153
차자하, 55, 154
바차카, 73, 146
타마차, 97, 149
바차사, 84, 180
마차바, 48, 168
라사파, 77, 167
타하바, 98, 153
카사하, 40, 158
라타파, 52, 173
가아마, 84, 140
사사가, 74, 198
차사차, 59, 152
하라라, 66, 151
파자가, 80, 183
파타가, 87, 153
자자아, 44, 164
라아나, 55, 174
자카마, 67, 167
자파하, 54, 144
사사아, 61, 158
다자라, 47, 179
아바라, 71, 193
라라사, 62, 194
라라바, 60, 192
자바파, 61, 159
카타가, 52, 142
하파차, 92, 183
가마다, 68, 153
타아다, 76, 144
자나아, 58, 142
다다라, 46, 182
나바가, 43, 142
마사하, 75, 164
가타다, 99, 196
마파사, 66, 188
카라라, 90, 195
바카아, 53, 171
라바나, 81, 145
아사아, 68, 176
가파하, 95, 180
가바파, 51, 167
가아타, 70, 141
사다아, 59, 151
자카마, 41, 147
나바파, 95, 167
타마하, 47, 188
아자아, 99, 182
자나다, 58, 155
하다다, 96, 180
라차라, 89, 152
파가가, 88, 160
바가바, 89, 182
나라바, 90, 145
가사가, 99, 186
라아자, 70, 157
라자마, 66, 195
카사사, 59, 177
카파나, 74, 162
나카다, 71, 154
자파차, 88, 168
하타자, 97, 143
차라카, 69, 159
파바하, 48, 172
사아하, 93, 180
다다다, 53, 147
사다차, 45, 151
사하다, 58, 143
하자다, 62, 161
하가가, 53, 196
마파차, 73, 140
바나나, 57, 153
마자차, 61, 177
차하하, 86, 141
가사다, 98, 169
가다아, 64, 181
자하파, 51, 173
자바나, 70, 191
카차카, 85, 165
사차나, 88, 193
타마타, 73, 181
카라자, 89, 196
다하다, 68, 174
사마타, 88, 140
다다아, 77, 140
라자바, 59, 146
다사가, 51, 148
아타나, 69, 192
차바나, 46, 182
사자마, 81, 185
사다마, 73, 187
타카파, 70, 176
타차파, 85, 176
타사자, 69, 156
다마자, 61, 183
가가하, 46, 154
카가라, 73, 183
타사파, 95, 189
바라라, 45, 178
타가다, 50, 169
바나자, 65, 170
가아타, 74, 190
자바마, 98, 186
아라나, 94, 182
가타나, 73, 143
차바카, 77, 192
자차사, 88, 196
하차카, 91, 192
가라다, 86, 184
라바사, 54, 184
마나타, 48, 192
라바아, 41, 190
자바나, 83, 171
사아자, 61, 192
라하라, 80, 199
하나타, 60, 180
다자아, 94, 153
아차카, 72, 159
다바자, 46, 183
파다카, 57, 140
라하파, 50, 167
자하바, 79, 168
마나차, 85, 178
파아사, 62, 189
나나라, 71, 182
타바하, 75, 171
타하차, 92, 159
아아마, 81, 155
사하카, 57, 147
라다가, 67, 146
자카가, 55, 145
자마타, 87, 174
나가카, 90, 157
아아마, 57, 146
타카나, 81, 176
나다라, 49, 194
차사아, 57, 142
나하나, 66, 150
바사카, 64, 171
차카바, 61, 168
카타마, 43, 188
하자아, 55, 177
자바바, 85, 181
사사다, 64, 163
다타자, 44, 171
나가마, 53, 189
카가파, 49, 196
타차가, 50, 181
파차타, 41, 155
가나사, 41, 187
카아마, 81, 189
다아차, 99, 177
타라카, 59, 183
다차타, 91, 140
라마마, 54, 177
파가마, 86, 158
아차바, 91, 182
나나나, 86, 160
마나카, 87, 175
사마아, 82, 182
나차자, 87, 162
타하차, 43, 177
라타라, 89, 149
나다가, 93, 162
라라아, 77, 194
다타차, 87, 158
마타자, 41, 199
타카자, 54, 154
나차하, 48, 188
나가타, 43, 161
라마하, 67, 166
라자라, 59, 183
라카차, 83, 171
아사하, 96, 182
나하다, 64, 143
파사파, 64, 197
라가타, 95, 149
나파가, 61, 188
나라나, 68, 164
라하나, 93, 198
차다아, 78, 166
파나바, 66, 161
라나가, 55, 165
카파하, 58, 196
나타나, 54, 199
바라라, 54, 192
나하하, 56, 172
마아하, 68, 149
카바아, 67, 146
타아가, 97, 165
사아카, 57, 189
카아자, 52, 175
타라가, 49, 185
아파아, 51, 164
카파카, 69, 193
가마가, 95, 154
차차다, 91, 146
하카사, 97, 191
나마타, 76, 169
카타아, 59, 174
나나바, 88, 161
바사카, 54, 192
하차타, 41, 160
바하마, 58, 186
카바바, 68, 159
가라아, 86, 166
하마카, 84, 173
타사마, 44, 143
자타차, 86, 140
바라아, 73, 195
파바자, 46, 162
바타가, 48, 183
하타타, 51, 197
아파가, 80, 176
아타차, 77, 183
라하파, 98, 148
타다자, 42, 171
카차파, 44, 178
아바라, 79, 181
다카가, 42, 161
차차가, 69, 157
하타자, 86, 173
자파타, 84, 158
